Race Date,Race Class,Race Distance,Place,Horse No,Horse Name,Jockey,Trainer,Actual Weight,Declared Weight,Draw,LBW,Running Position,Finish Time,Win Odds
2024/03/03,第五班,1650,7,8,超醒神 (G168),田泰安,廖康銘,124,1083,3,7-1/4,"5                                                        

4                                                        

3                                                        

75437",1:41.28,8.3
2024/03/03,第五班,1650,8,1,亞洲力量 (E400),艾兆禮,黎昭昇,132,1095,5,9-1/4,"6                                                        

6                                                        

5                                                        

86658",1:41.58,6.3
2024/03/03,第五班,1650,9,6,賽得意 (E116),賀銘年,葉楚航,127,1094,6,11-3/4,"1                                                        

1                                                        

1                                                        

91119",1:41.97,14
2024/03/03,第五班,1650,10,3,雄昇勇士 (J067),湯普新,徐雨石,131,1273,11,22-3/4,"11                                                        

11                                                        

11                                                        

1011111110",1:43.75,96
2024/03/03,第五班,1650,11,10,星際精英 (D281),班德禮,容天鵬,122,1168,7,31-1/4,"3                                                        

2                                                        

8                                                        

1132811",1:45.11,17
2024/02/28,第五班,1800,1,3,大登殿 (G172),潘頓,賀賢,134,976,4,-,"7                                                        

7                                                        

6                                                        

1                                                        

177611",1:51.27,4.9
2024/02/28,第五班,1800,2,10,赤子雄心 (E489),田泰安,方嘉柏,123,1047,12,2-1/4,"3                                                        

2                                                        

2                                                        

3                                                        

232232",1:51.64,10
2024/02/28,第五班,1800,3,5,豐盛多彩 (G301),鍾易禮,黎昭昇,126,1113,6,2-1/2,"1                                                        

1                                                        

1                                                        

2                                                        

311123",1:51.68,5.4
2024/02/28,第五班,1800,4,12,威力星 (G117),董明朗,鄭俊偉,119,1119,10,3-1/4,"12                                                        

12                                                        

12                                                        

11                                                        

4121212114",1:51.78,18
2024/02/28,第五班,1800,5,2,樂捉鳥 (G470),周俊樂,沈集成,133,1192,7,3-1/4,"4                                                        

4                                                        

4                                                        

4                                                        

544445",1:51.81,14
2024/02/28,第五班,1800,6,9,鑽石福將 (H285),賀銘年,蔡約翰,123,1125,5,3-3/4,"9                                                        

8                                                        

8                                                        

8                                                        

698886",1:51.87,4.7
2024/02/28,第五班,1800,7,11,皇金風速 (E448),巴度,蘇偉賢,120,1048,1,4-1/2,"2                                                        

3                                                        

3                                                        

7                                                        

723377",1:52.00,9.6
2024/02/28,第五班,1800,8,7,綫路菁英 (E487),梁家俊,巫偉傑,129,1278,3,5,"6                                                        

5                                                        

5                                                        

10                                                        

8655108",1:52.08,42
2024/02/28,第五班,1800,9,8,光明先驅 (G255),班德禮,姚本輝,123,1041,2,5-3/4,"5                                                        

6                                                        

7                                                        

5                                                        

956759",1:52.20,7.4
2024/02/28,第五班,1800,10,4,國大合 (G322),蔡明紹,廖康銘,133,1058,9,6,"10                                                        

10                                                        

11                                                        

9                                                        

10101011910",1:52.22,14
2024/02/28,第五班,1800,11,6,全才 (B213),布文,葉楚航,131,1082,8,6-1/2,"11                                                        

11                                                        

10                                                        

12                                                        

111111101211",1:52.32,21
2024/02/28,第五班,1800,12,1,神舟飛駒 (G295),湯普新,韋達,135,1047,11,13-1/2,"8                                                        

9                                                        

9                                                        

6                                                        

12899612",1:53.43,47
2024/02/28,第五班,1800,WV,,博愛之光 (E139),霍宏聲,丁冠豪,133,---,---,---,,---,---
2024/02/25,第四班,2000,1,1,嘉寶神駒 (H329),潘頓,黎昭昇,131,1084,1,-,"6                                                        

6                                                        

6                                                        

8                                                        

166681",2:02.79,5.9
2024/02/25,第四班,2000,2,4,得勝多 (E161),麥道朗,姚本輝,130,1063,7,1/2,"7                                                        

7                                                        

7                                                        

2                                                        

277722",2:02.86,7.1
2024/02/25,第四班,2000,3,12,活力多多 (H022),梁家俊,伍鵬志,120,1247,5,3/4,"10                                                        

10                                                        

11                                                        

10                                                        

3101011103",2:02.90,9.6
2024/02/25,第四班,2000,4,8,管之友 (E496),田泰安,賀賢,123,1123,2,1-1/4,"8                                                        

9                                                        

9                                                        

11                                                        

4899114",2:02.99,8
2024/02/25,第四班,2000,5,2,夢照發 (H168),巴度,沈集成,131,1112,10,1-1/2,"1                                                        

1                                                        

1                                                        

1                                                        

511115",2:03.04,6.2
2024/02/25,第四班,2000,6,7,逐步贏 (G420),霍宏聲,伍鵬志,125,1153,8,4-1/4,"11                                                        

11                                                        

10                                                        

6                                                        

611111066",2:03.46,17
2024/02/25,第四班,2000,7,6,精算特殊 (H354),周俊樂,容天鵬,124,1063,6,5,"5                                                        

5                                                        

5                                                        

7                                                        

755577",2:03.57,6.7
2024/02/25,第四班,2000,8,11,慶萬家 (G029),鍾易禮,蘇偉賢,116,1099,9,6,"3                                                        

3                                                        

3                                                        

3                                                        

833338",2:03.74,9.5
2024/02/25,第四班,2000,9,3,勁駒 (D138),布文,賀賢,131,1092,3,6-1/4,"9                                                        

8                                                        

8                                                        

9                                                        

998899",2:03.78,11
2024/02/25,第四班,2000,10,9,巴基之友 (B370),湯普新,蘇偉賢,122,1072,4,11,"4                                                        

4                                                        

4                                                        

4                                                        

10444410",2:04.54,43
2024/02/25,第四班,2000,11,10,年年友福 (G463),賀銘年,鄭俊偉,121,1185,11,12,"12                                                        

12                                                        

12                                                        

12                                                        

111212121211",2:04.73,15
2024/02/25,第四班,2000,12,5,綫路通明 (H479),艾兆禮,巫偉傑,127,1269,12,18-3/4,"2                                                        

2                                                        

2                                                        

5                                                        

12222512",2:05.77,38
2024/02/21,第四班,1200,1,8,金運來 (H159),希威森,文家良,124,1090,11,-,"1                                                        

1                                                        

1111",1:09.80,10
2024/02/21,第四班,1200,2,9,欣樂人生 (H426),梁家俊,姚本輝,122,1100,3,1-3/4,"3                                                        

3                                                        

2332",1:10.06,3.1
2024/02/21,第四班,1200,3,12,俏郎中 (G389),楊明綸,韋達,116,1104,2,1-3/4,"7                                                        

7                                                        

3773",1:10.08,5.8
2024/02/21,第四班,1200,4,4,飛雲 (H320),班德禮,方嘉柏,128,1055,10,1-3/4,"11                                                        

11                                                        

411114",1:10.09,20
2024/02/21,第四班,1200,5,10,星雲浩騰 (G372),蔡明紹,葉楚航,120,1114,6,2-1/2,"9                                                        

9                                                        

5995",1:10.18,11
2024/02/21,第四班,1200,6,5,金哥兒 (E236),艾兆禮,巫偉傑,128,1152,12,2-1/2,"2                                                        

2                                                        

6226",1:10.20,9.9
2024/02/21,第四班,1200,7,11,人和家盛 (C531),巴度,沈集成,117,1078,8,2-3/4,"10                                                        

10                                                        

710107",1:10.24,11
2024/02/21,第四班,1200,8,1,駿寶 (G261),田泰安,羅富全,135,1145,4,3-1/2,"6                                                        

6                                                        

8668",1:10.35,5.7
2024/02/21,第四班,1200,9,6,會展二號 (H371),鍾易禮,告東尼,121,1145,1,4-1/2,"5                                                        

5                                                        

9559",1:10.50,29
2024/02/21,第四班,1200,10,3,彪形猛將 (J088),周俊樂,蘇偉賢,126,1014,5,4-3/4,"4                                                        

4                                                        

104410",1:10.55,77
2024/02/21,第四班,1200,11,7,鼓浪飛凡 (H018),湯普新,文家良,125,1087,7,5,"8                                                        

8                                                        

118811",1:10.61,18
2024/02/21,第四班,1200,12,2,木火同明 (C460),黃智弘,鄭俊偉,123,1141,9,5-3/4,"12                                                        

12                                                        

12121212",1:10.72,33
2024/02/18,第五班,1800,1,1,活力多多 (H022),田泰安,伍鵬志,135,1254,10,-,"11                                                        

11                                                        

11                                                        

8                                                        

111111181",1:49.74,6.4
2024/02/18,第五班,1800,2,6,鑽石福將 (H285),賀銘年,蔡約翰,123,1128,4,1-1/4,"10                                                        

9                                                        

9                                                        

6                                                        

2109962",1:49.91,4.3
2024/02/18,第五班,1800,3,7,綠登 (E409),楊明綸,蘇偉賢,121,1128,1,1-1/4,"7                                                        

7                                                        

6                                                        

7                                                        

377673",1:49.92,18
2024/02/18,第五班,1800,4,11,超級黃蜂 (G043),蔡明紹,黎昭昇,115,1098,11,2-1/2,"2                                                        

2                                                        

2                                                        

1                                                        

422214",1:50.16,32
2024/02/18,第五班,1800,5,9,喜悅一生 (G072),希威森,鄭俊偉,117,1150,2,3-1/4,"5                                                        

5                                                        

4                                                        

4                                                        

555445",1:50.25,3.8
2024/02/18,第五班,1800,6,5,珍珠哥 (H030),周俊樂,葉楚航,121,1042,7,4-3/4,"9                                                        

10                                                        

10                                                        

11                                                        

691010116",1:50.49,5.4
2024/02/18,第五班,1800,7,2,小鳥 (H040),霍宏聲,呂健威,131,1020,9,6,"3                                                        

4                                                        

5                                                        

5                                                        

734557",1:50.71,25
2024/02/18,第五班,1800,8,8,喜愛善 (E376),湯普新,蘇偉賢,119,1273,3,6-1/2,"8                                                        

8                                                        

8                                                        

10                                                        

8888108",1:50.76,8.9
2024/02/18,第五班,1800,9,10,謎語 (D491),巫顯東,徐雨石,113,1034,8,7-1/2,"1                                                        

1                                                        

1                                                        

3                                                        

911139",1:50.95,56
2024/02/18,第五班,1800,10,3,合夥年代 (C534),梁家俊,蘇偉賢,126,1119,6,8-3/4,"6                                                        

3                                                        

3                                                        

2                                                        

10633210",1:51.12,10
2024/02/18,第五班,1800,11,4,最佳拍檔 (H261),鍾易禮,巫偉傑,120,1108,5,9-1/4,"4                                                        

6                                                        

7                                                        

9                                                        

11467911",1:51.23,44
2024/02/15,第五班,1200,1,8,上浦精選 (G425),董明朗,呂健威,124,1068,8,-,"10                                                        

10                                                        

110101",1:10.98,22
2024/02/15,第五班,1200,2,12,怪獸豪俠 (G282),潘明輝,文家良,115,1102,10,頸位,"8                                                        

7                                                        

2872",1:11.04,7.1
2024/02/15,第五班,1200,3,4,智勝攻略 (H197),霍宏聲,廖康銘,130,1058,7,1-1/2,"11                                                        

11                                                        

311113",1:11.22,17
2024/02/15,第五班,1200,4,3,飛躍精英 (H247),楊明綸,姚本輝,132,1088,6,1-3/4,"2                                                        

2                                                        

4224",1:11.26,15
2024/02/15,第五班,1200,5,2,前風 (E281),潘頓,徐雨石,134,1075,3,2,"9                                                        

9                                                        

5995",1:11.30,5
2024/02/15,第五班,1200,6,9,超勁日子 (H119),田泰安,伍鵬志,123,1089,1,2-1/2,"1                                                        

1                                                        

6116",1:11.37,3.2
2024/02/15,第五班,1200,7,1,加飯 (H271),希威森,容天鵬,135,1200,5,2-3/4,"4                                                        

5                                                        

7457",1:11.43,12
2024/02/15,第五班,1200,8,6,威望 (H314),湯普新,葉楚航,129,1057,11,2-3/4,"12                                                        

12                                                        

812128",1:11.44,47
2024/02/15,第五班,1200,9,7,友誼至佳 (E208),梁家俊,韋達,125,1166,2,3-1/2,"3                                                        

3                                                        

9339",1:11.54,6.9
2024/02/15,第五班,1200,10,10,歡樂好友 (C533),黃智弘,蘇偉賢,113,1112,9,4-1/4,"5                                                        

4                                                        

105410",1:11.66,19
2024/02/15,第五班,1200,11,5,月球 (D409),鍾易禮,黎昭昇,124,1155,12,5-3/4,"6                                                        

8                                                        

116811",1:11.92,14
2024/02/15,第五班,1200,12,11,牛皇頭 (G233),蔡明紹,鄭俊偉,120,1250,4,6-1/4,"7                                                        

6                                                        

127612",1:11.97,32
2024/02/12,第五班,1200,1,10,中華威威 (D075),鍾易禮,徐雨石,122,1243,11,-,"1                                                        

1                                                        

1111",1:10.06,21
2024/02/12,第五班,1200,2,12,超勁日子 (H119),田泰安,伍鵬志,123,1094,2,1,"4                                                        

3                                                        

2432",1:10.22,5.5
2024/02/12,第五班,1200,3,4,世界籐王 (G384),潘頓,黎昭昇,134,1090,6,1-1/2,"9                                                        

9                                                        

3993",1:10.30,3.6
2024/02/12,第五班,1200,4,1,電子精彩 (H304),梁家俊,文家良,135,1150,1,1-3/4,"6                                                        

4                                                        

4644",1:10.33,44
2024/02/12,第五班,1200,5,13,星際精英 (D281),希威森,容天鵬,123,1152,5,2-1/4,"5                                                        

6                                                        

5565",1:10.41,5.5
2024/02/12,第五班,1200,6,9,超醒神 (G168),班德禮,廖康銘,128,1092,4,2-1/2,"10                                                        

7                                                        

61076",1:10.47,24
2024/02/12,第五班,1200,7,14,神魔金剛 (G443),湯普新,葉楚航,118,1121,9,2-3/4,"13                                                        

11                                                        

713117",1:10.49,52
2024/02/12,第五班,1200,8,7,鑽石寶寶 (G063),巴度,姚本輝,132,1181,14,2-3/4,"2                                                        

2                                                        

8228",1:10.49,12
2024/02/12,第五班,1200,9,8,日新月著 (G109),潘明輝,賀賢,129,1078,7,3-1/4,"7                                                        

8                                                        

9789",1:10.57,18
2024/02/12,第五班,1200,10,3,投資有利 (G025),艾道拿,韋達,135,1126,13,4,"3                                                        

5                                                        

103510",1:10.70,39
2024/02/12,第五班,1200,11,11,錢途光明 (G423),周俊樂,丁冠豪,121,1061,3,4-3/4,"8                                                        

10                                                        

1181011",1:10.82,21
2024/02/12,第五班,1200,12,6,醒目勇駒 (B456),董明朗,蘇偉賢,133,1134,8,5,"12                                                        

13                                                        

12121312",1:10.85,6.4
2024/02/12,第五班,1200,13,2,百威星 (G411),艾兆禮,巫偉傑,128,1246,12,10-1/2,"14                                                        

14                                                        

13141413",1:11.72,111
2024/02/12,第五班,1200,14,5,喜駿風采 (G422),霍宏聲,巫偉傑,133,1221,10,12,"11                                                        

12                                                        

14111214",1:11.96,13
2024/02/12,第五班,1200,WV,,魅力一丁 (G278),艾兆禮,呂健威,135,---,---,---,,---,---
2024/02/07,第五班,1650,1,7,勇進齊心 (G030),楊明綸,蘇偉賢,129,1110,2,-,"5                                                        

5                                                        

4                                                        

15541",1:40.84,6.2
2024/02/07,第五班,1650,2,9,光明先驅 (G255),田泰安,姚本輝,122,1041,5,1-3/4,"11                                                        

10                                                        

11                                                        

21110112",1:41.13,7.6
2024/02/07,第五班,1650,3,4,贏盡天下 (E310),班德禮,韋達,132,1145,7,2,"12                                                        

11                                                        

9                                                        

3121193",1:41.17,11
2024/02/07,第五班,1650,4,1,友心友型 (E100),希威森,葉楚航,135,1111,1,2,"8                                                        

8                                                        

8                                                        

48884",1:41.17,7.2
2024/02/07,第五班,1650,5,8,飛騰騅 (E494),巴度,方嘉柏,126,1089,12,2-1/2,"3                                                        

4                                                        

3                                                        

53435",1:41.24,11
2024/02/07,第五班,1650,6,11,怪獸豪俠 (G282),潘明輝,文家良,117,1105,10,2-3/4,"1                                                        

1                                                        

1                                                        

61116",1:41.28,8.4
2024/02/07,第五班,1650,7,3,競駿天下 (G272),梁家俊,大衛希斯,133,1194,11,4-1/4,"2                                                        

3                                                        

2                                                        

72327",1:41.53,21
2024/02/07,第五班,1650,8,2,樂捉鳥 (G470),周俊樂,沈集成,132,1180,9,5,"9                                                        

12                                                        

12                                                        

8912128",1:41.65,10
2024/02/07,第五班,1650,9,12,超級黃蜂 (G043),鍾易禮,黎昭昇,110,1096,8,5-1/4,"6                                                        

6                                                        

7                                                        

96679",1:41.67,24
2024/02/07,第五班,1650,10,6,帝豪歡星 (H248),潘頓,告東尼,129,1059,3,5-1/2,"7                                                        

7                                                        

6                                                        

1077610",1:41.73,3.7
2024/02/07,第五班,1650,11,5,綫路菁英 (E487),蔡明紹,巫偉傑,131,1282,4,14,"10                                                        

9                                                        

10                                                        

111091011",1:43.09,40
2024/02/07,第五班,1650,12,10,喜喜利高 (G397),董明朗,徐雨石,122,1088,6,38-1/2,"4                                                        

2                                                        

5                                                        

1242512",1:47.00,64
2024/02/04,第五班,1200,1,5,閃耀威龍 (G427),梁家俊,文家良,130,1090,8,-,"3                                                        

4                                                        

1341",1:10.00,14
2024/02/04,第五班,1200,2,3,洪運派彩 (G414),鍾易禮,徐雨石,128,1201,11,1/2,"1                                                        

1                                                        

2112",1:10.09,5
2024/02/04,第五班,1200,3,10,富存大師 (D371),潘頓,黎昭昇,119,1095,5,1-1/4,"9                                                        

9                                                        

3993",1:10.21,6.8
2024/02/04,第五班,1200,4,4,日日獎 (H283),布文,方嘉柏,133,1158,7,1-1/2,"7                                                        

6                                                        

4764",1:10.23,3.7
2024/02/04,第五班,1200,5,1,精明勇駿 (G031),黃智弘,蘇偉賢,125,1120,6,3-1/4,"2                                                        

2                                                        

5225",1:10.54,8.3
2024/02/04,第五班,1200,6,7,神行百變 (H102),田泰安,蘇偉賢,127,1108,10,3-3/4,"10                                                        

10                                                        

610106",1:10.60,55
2024/02/04,第五班,1200,7,8,東風壹號 (G042),霍宏聲,廖康銘,126,1241,2,4-3/4,"11                                                        

11                                                        

711117",1:10.76,5.5
2024/02/04,第五班,1200,8,6,上浦精選 (G425),希威森,呂健威,127,1079,3,7-1/4,"8                                                        

7                                                        

8878",1:11.17,24
2024/02/04,第五班,1200,9,11,石師傅 (G175),巫顯東,徐雨石,113,1103,9,7-3/4,"6                                                        

8                                                        

9689",1:11.24,52
2024/02/04,第五班,1200,10,9,順利取勝 (G403),蔡明紹,廖康銘,123,1276,1,10,"4                                                        

3                                                        

104310",1:11.62,15
2024/02/04,第五班,1200,11,2,飛躍精英 (H247),楊明綸,姚本輝,134,1087,4,13-3/4,"5                                                        

5                                                        

115511",1:12.19,11
2024/01/31,第五班,2200,1,12,皇金風速 (E448),巴度,蘇偉賢,115,1051,6,-,"2                                                        

3                                                        

3                                                        

3                                                        

3                                                        

1233331",2:18.79,10
2024/01/31,第五班,2200,2,6,國大合 (G322),田泰安,廖康銘,130,1055,4,頸位,"9                                                        

9                                                        

8                                                        

8                                                        

8                                                        

2998882",2:18.83,12
2024/01/31,第五班,2200,3,9,赤子雄心 (E489),艾道拿,方嘉柏,121,1033,8,頸位,"3                                                        

2                                                        

2                                                        

2                                                        

1                                                        

3322213",2:18.84,12
2024/01/31,第五班,2200,4,8,鑽石福將 (H285),賀銘年,蔡約翰,122,1118,2,3/4,"6                                                        

6                                                        

6                                                        

6                                                        

6                                                        

4666664",2:18.90,4.7
2024/01/31,第五班,2200,5,7,生生福運 (D274),蔡明紹,徐雨石,125,1044,10,1-1/2,"10                                                        

10                                                        

9                                                        

9                                                        

9                                                        

510109995",2:19.01,18
2024/01/31,第五班,2200,6,3,博愛之光 (E139),霍宏聲,丁冠豪,133,1054,12,1-3/4,"12                                                        

11                                                        

11                                                        

12                                                        

11                                                        

612111112116",2:19.06,27
2024/01/31,第五班,2200,7,2,樂捉鳥 (G470),周俊樂,沈集成,132,1190,9,1-3/4,"4                                                        

4                                                        

4                                                        

5                                                        

5                                                        

7444557",2:19.07,7.4
2024/01/31,第五班,2200,8,1,大登殿 (G172),布文,賀賢,135,996,11,3,"7                                                        

8                                                        

10                                                        

10                                                        

10                                                        

8781010108",2:19.28,4.9
2024/01/31,第五班,2200,9,5,全才 (B213),鍾易禮,葉楚航,128,1090,5,3,"11                                                        

12                                                        

12                                                        

11                                                        

12                                                        

911121211129",2:19.28,28
2024/01/31,第五班,2200,10,11,喜悅一生 (G072),希威森,鄭俊偉,117,1154,1,4,"5                                                        

5                                                        

5                                                        

4                                                        

4                                                        

105554410",2:19.43,8.2
2024/01/31,第五班,2200,11,10,綠登 (E409),楊明綸,蘇偉賢,120,1125,3,5,"8                                                        

7                                                        

7                                                        

7                                                        

7                                                        

118777711",2:19.60,10
2024/01/31,第五班,2200,12,4,美滿星雲 (G279),潘頓,伍鵬志,133,1119,7,10-1/2,"1                                                        

1                                                        

1                                                        

1                                                        

2                                                        

121111212",2:20.46,16
2024/01/28,第四班,2000,1,2,翔龍再現 (E452),潘頓,賀賢,134,1249,3,-,"7                                                        

7                                                        

7                                                        

6                                                        

177761",2:01.58,4.7
2024/01/28,第四班,2000,2,9,一支箭 (H276),霍宏聲,賀賢,123,1013,6,3-1/4,"9                                                        

9                                                        

9                                                        

8                                                        

299982",2:02.11,15
2024/01/28,第四班,2000,3,4,夢照發 (H168),巴度,沈集成,130,1114,7,6,"6                                                        

6                                                        

6                                                        

7                                                        

366673",2:02.53,69
2024/01/28,第四班,2000,4,3,奇妙年華 (G001),布文,韋達,132,1230,8,6-1/4,"10                                                        

10                                                        

10                                                        

10                                                        

4101010104",2:02.59,11
2024/01/28,第四班,2000,5,7,逐步贏 (G420),艾兆禮,伍鵬志,128,1162,2,8-1/2,"5                                                        

5                                                        

5                                                        

4                                                        

555545",2:02.92,7.9
2024/01/28,第四班,2000,6,6,精算特殊 (H354),周俊樂,容天鵬,127,1064,10,9-3/4,"1                                                        

1                                                        

1                                                        

1                                                        

611116",2:03.13,10
2024/01/28,第四班,2000,7,10,小神仙 (H206),田泰安,姚本輝,120,1146,1,11,"4                                                        

3                                                        

3                                                        

2                                                        

743327",2:03.33,2.7
2024/01/28,第四班,2000,8,8,慶萬家 (G029),楊明綸,蘇偉賢,125,1099,9,13-1/2,"2                                                        

4                                                        

4                                                        

3                                                        

824438",2:03.74,12
2024/01/28,第四班,2000,9,1,得勝多 (E161),鍾易禮,姚本輝,130,1086,4,23-1/2,"3                                                        

2                                                        

2                                                        

5                                                        

932259",2:05.34,8.4
2024/01/28,第四班,2000,10,5,香港精神 (D241),梁家俊,文家良,130,1076,5,30-3/4,"8                                                        

8                                                        

8                                                        

9                                                        

10888910",2:06.50,25
2024/01/24,第四班,1800,1,5,世澤歆星 (E168),賀銘年,丁冠豪,127,1135,4,-,"4                                                        

3                                                        

4                                                        

5                                                        

143451",1:49.89,3.7
2024/01/24,第四班,1800,2,6,逐步贏 (G420),班德禮,伍鵬志,125,1176,5,短馬頭位,"3                                                        

4                                                        

5                                                        

4                                                        

234542",1:49.89,5.5
2024/01/24,第四班,1800,3,8,大道至正 (C197),希威森,鄭俊偉,123,1188,3,1-1/2,"9                                                        

8                                                        

9                                                        

8                                                        

398983",1:50.11,9.3
2024/01/24,第四班,1800,4,3,華卓晴 (E449),艾兆禮,蔡約翰,132,1082,1,3,"6                                                        

5                                                        

7                                                        

6                                                        

465764",1:50.35,5.2
2024/01/24,第四班,1800,5,10,揚威四方 (G026),田泰安,韋達,118,1097,7,3-1/2,"7                                                        

9                                                        

6                                                        

7                                                        

579675",1:50.45,40
2024/01/24,第四班,1800,6,4,極速之子 (H332),布文,姚本輝,129,1057,2,3-3/4,"8                                                        

7                                                        

1                                                        

1                                                        

687116",1:50.50,5.6
2024/01/24,第四班,1800,7,1,嘉寶神駒 (H329),潘頓,黎昭昇,135,1079,10,4,"5                                                        

6                                                        

8                                                        

10                                                        

7568107",1:50.54,8.8
2024/01/24,第四班,1800,8,9,喜快 (G143),艾道拿,黎昭昇,122,1189,8,5,"10                                                        

10                                                        

10                                                        

9                                                        

810101098",1:50.70,25
2024/01/24,第四班,1800,9,2,建測羣英 (H070),鍾易禮,大衛希斯,129,1173,11,5-1/4,"2                                                        

2                                                        

3                                                        

2                                                        

922329",1:50.74,15
2024/01/24,第四班,1800,10,7,巴基之友 (B370),蔡明紹,蘇偉賢,124,1077,6,8-1/2,"1                                                        

1                                                        

2                                                        

3                                                        

10112310",1:51.25,32
2024/01/24,第四班,1800,11,11,怡昌勇士 (E025),潘明輝,賀賢,115,1109,9,13-3/4,"11                                                        

11                                                        

11                                                        

11                                                        

111111111111",1:52.10,69
2024/01/21,第五班,1200,1,7,世界籐王 (G384),潘頓,黎昭昇,126,1090,10,-,"9                                                        

8                                                        

1981",1:10.25,6.8
2024/01/21,第五班,1200,2,5,鑽石寶寶 (G063),巴度,姚本輝,127,1174,6,短馬頭位,"3                                                        

3                                                        

2332",1:10.27,6.9
2024/01/21,第五班,1200,3,14,星際精英 (D281),希威森,容天鵬,120,1181,4,1/2,"2                                                        

2                                                        

3223",1:10.36,6.1
2024/01/21,第五班,1200,4,12,超勁日子 (H119),田泰安,伍鵬志,122,1091,8,1-3/4,"5                                                        

5                                                        

4554",1:10.53,12
2024/01/21,第五班,1200,5,13,奮鬥雄才 (E255),艾道拿,葉楚航,120,1082,13,1-3/4,"12                                                        

11                                                        

512115",1:10.53,11
2024/01/21,第五班,1200,6,2,領航神駒 (G015),麥道朗,蘇偉賢,132,1061,5,2,"14                                                        

14                                                        

614146",1:10.57,9.6
2024/01/21,第五班,1200,7,4,閃耀威龍 (G427),梁家俊,文家良,129,1083,3,2,"4                                                        

4                                                        

7447",1:10.59,20
2024/01/21,第五班,1200,8,6,領航傳祺 (G126),艾兆禮,鄭俊偉,126,1161,12,3-1/2,"13                                                        

12                                                        

813128",1:10.83,21
2024/01/21,第五班,1200,9,1,日日獎 (H283),黃智弘,方嘉柏,122,1164,2,3-3/4,"7                                                        

7                                                        

9779",1:10.85,7.1
2024/01/21,第五班,1200,10,3,龍的風采 (H029),布文,韋達,131,1079,1,4-1/2,"10                                                        

10                                                        

10101010",1:10.97,8.3
2024/01/21,第五班,1200,11,11,喜喜利高 (G397),鍾易禮,徐雨石,117,1093,7,5-1/4,"11                                                        

13                                                        

11111311",1:11.07,55
2024/01/21,第五班,1200,12,10,順利取勝 (G403),蔡明紹,廖康銘,123,1269,11,5-1/4,"6                                                        

6                                                        

126612",1:11.10,39
2024/01/21,第五班,1200,13,9,八卦 (C102),巫顯東,徐雨石,121,1173,14,5-1/4,"1                                                        

1                                                        

131113",1:11.11,26
2024/01/21,第五班,1200,14,8,東風壹號 (G042),霍宏聲,廖康銘,124,1241,9,9-1/2,"8                                                        

9                                                        

148914",1:11.79,18
2024/01/17,第五班,1800,1,5,樂天派 (E166),潘頓,大衛希斯,134,1115,3,-,"6                                                        

7                                                        

8                                                        

9                                                        

167891",1:51.19,5.7
2024/01/17,第五班,1800,2,10,鑽石福將 (H285),賀銘年,蔡約翰,121,1102,6,短馬頭位,"9                                                        

9                                                        

10                                                        

11                                                        

29910112",1:51.20,10
2024/01/17,第五班,1800,3,2,滿載歸來 (H083),梁家俊,容天鵬,135,1203,1,短馬頭位,"3                                                        

3                                                        

3                                                        

2                                                        

333323",1:51.21,2.7
2024/01/17,第五班,1800,4,7,豐盛多彩 (G301),希威森,黎昭昇,130,1094,7,1/2,"4                                                        

6                                                        

6                                                        

6                                                        

446664",1:51.27,6.6
