Race Date,Race Class,Race Distance,Place,Horse No,Horse Name,Jockey,Trainer,Actual Weight,Declared Weight,Draw,LBW,Running Position,Finish Time,Win Odds
2024/05/11,第五班,1400,11,11,荃程路通 (E403),蔡明紹,文家良,126,1062,4,9-1/2,"5                                                        

4                                                        

5                                                        

1154511",1:23.15,10
2024/05/11,第五班,1400,12,7,日日獎 (H283),何澤堯,方嘉柏,130,1152,11,9-3/4,"4                                                        

2                                                        

3                                                        

1242312",1:23.20,36
2024/05/11,第五班,1400,13,12,喜駿風采 (G422),董明朗,巫偉傑,123,1223,14,14-1/2,"9                                                        

11                                                        

11                                                        

139111113",1:23.93,100
2024/05/11,第五班,1400,14,9,加飯 (H271),湯普新,容天鵬,129,1192,13,16-1/2,"3                                                        

5                                                        

10                                                        

14351014",1:24.28,12
2024/05/08,第五班,1200,1,6,喜駿之星 (D033),鍾易禮,文家良,129,1141,4,-,"1                                                        

1                                                        

1111",1:10.64,4.4
2024/05/08,第五班,1200,2,1,精明勇駿 (G031),潘頓,蘇偉賢,135,1107,9,1-1/4,"3                                                        

3                                                        

2332",1:10.85,4.2
2024/05/08,第五班,1200,3,8,有你有我 (H057),艾道拿,廖康銘,131,973,11,2,"11                                                        

11                                                        

311113",1:10.94,53
2024/05/08,第五班,1200,4,10,飛躍凱旋 (G250),霍宏聲,韋達,127,1237,1,2,"4                                                        

4                                                        

4444",1:10.95,3.4
2024/05/08,第五班,1200,5,9,上浦精選 (G425),何澤堯,呂健威,129,1056,3,2-1/4,"8                                                        

10                                                        

58105",1:11.01,12
2024/05/08,第五班,1200,6,5,合金皇 (D287),班德禮,丁冠豪,132,1124,8,2-3/4,"2                                                        

2                                                        

6226",1:11.08,23
2024/05/08,第五班,1200,7,12,特攻 (G004),布文,賀賢,127,1096,10,2-3/4,"10                                                        

9                                                        

71097",1:11.09,12
2024/05/08,第五班,1200,8,11,杭州飛輪 (E149),湯普新,容天鵬,127,1046,2,5,"6                                                        

7                                                        

8678",1:11.42,10
2024/05/08,第五班,1200,9,4,木火龍駒 (H292),艾兆禮,鄭俊偉,133,995,6,5,"7                                                        

6                                                        

9769",1:11.45,16
2024/05/08,第五班,1200,10,3,全神貫注 (H465),梁家俊,姚本輝,133,1043,7,7,"9                                                        

8                                                        

109810",1:11.76,62
2024/05/08,第五班,1200,11,7,紅鬃烈馬 (D087),賀銘年,葉楚航,131,1035,5,9-1/2,"5                                                        

5                                                        

115511",1:12.16,15
2024/05/08,第五班,1200,WV,2,青春力量 (H358),楊明綸,大衛希斯,134,---,---,---,,---,---
2024/05/05,新馬賽,1000,1,8,超力量 (J285),潘頓,黎昭昇,121,1054,6,-,"4                                                        

4                                                        

1441",0:57.67,1.6
2024/05/05,新馬賽,1000,2,9,東昇鉞 (J264),蔡明紹,鄭俊偉,121,1065,9,1/2,"2                                                        

1                                                        

2212",0:57.75,13
2024/05/05,新馬賽,1000,3,5,聖托里尼 (J076),田泰安,羅富全,126,1069,5,1-3/4,"7                                                        

6                                                        

3763",0:57.93,6.5
2024/05/05,新馬賽,1000,4,4,百勝威龍 (H453),何澤堯,呂健威,126,1177,2,2-1/2,"8                                                        

8                                                        

4884",0:58.05,6.2
2024/05/05,新馬賽,1000,5,2,加州活力 (J131),艾道拿,告東尼,126,1088,10,2-3/4,"3                                                        

3                                                        

5335",0:58.11,7.4
2024/05/05,新馬賽,1000,6,1,加州星皓 (J132),霍宏聲,巫偉傑,126,1122,8,6-1/4,"6                                                        

7                                                        

6676",0:58.68,80
2024/05/05,新馬賽,1000,7,7,歷險大將 (J344),希威森,徐雨石,121,1035,1,6-1/2,"1                                                        

2                                                        

7127",0:58.69,73
2024/05/05,新馬賽,1000,8,6,雙天寳馬 (J212),潘明輝,文家良,124,1072,7,6-3/4,"5                                                        

5                                                        

8558",0:58.73,78
2024/05/05,新馬賽,1000,9,10,紅旺繽紛 (J255),湯普新,葉楚航,121,1063,3,7-1/2,"9                                                        

10                                                        

99109",0:58.86,94
2024/05/05,新馬賽,1000,10,3,玫瑰寶 (J297),楊明綸,蘇偉賢,126,1097,4,9-3/4,"10                                                        

9                                                        

1010910",0:59.23,67
2024/05/01,第五班,1000,1,4,謙謙君子 (G352),周俊樂,葉楚航,130,1025,2,-,"6                                                        

4                                                        

1641",0:57.91,5.1
2024/05/01,第五班,1000,2,3,勁無敵 (H199),梁家俊,羅富全,134,1027,3,頸位,"3                                                        

1                                                        

2312",0:57.96,6
2024/05/01,第五班,1000,3,9,月球 (D409),董明朗,黎昭昇,121,1153,5,1-1/2,"4                                                        

5                                                        

3453",0:58.16,9
2024/05/01,第五班,1000,4,2,智勝攻略 (H197),巴度,廖康銘,135,1075,6,2-1/4,"12                                                        

9                                                        

41294",0:58.28,7.4
2024/05/01,第五班,1000,5,12,喜喜利高 (G397),田泰安,徐雨石,116,1092,7,3,"10                                                        

7                                                        

51075",0:58.40,22
2024/05/01,第五班,1000,6,1,鑽飾翱翔 (G201),布文,姚本輝,135,1197,11,4-1/4,"1                                                        

2                                                        

6126",0:58.58,6.3
2024/05/01,第五班,1000,7,7,鼓浪精綵 (E429),班德禮,伍鵬志,124,1117,8,4-3/4,"9                                                        

8                                                        

7987",0:58.68,12
2024/05/01,第五班,1000,8,5,投資有利 (G025),艾兆禮,韋達,131,1136,12,5-1/2,"11                                                        

11                                                        

811118",0:58.79,10
2024/05/01,第五班,1000,9,11,歡樂好友 (C533),蔡明紹,蘇偉賢,120,1094,10,7,"8                                                        

12                                                        

98129",0:59.03,18
2024/05/01,第五班,1000,10,8,紀利大師 (G440),賀銘年,賀賢,123,1059,4,10-1/4,"2                                                        

3                                                        

102310",0:59.56,35
2024/05/01,第五班,1000,11,6,萬事有 (D443),巫顯東,容天鵬,127,1224,1,11,"5                                                        

6                                                        

115611",0:59.65,8.9
2024/05/01,第五班,1000,12,10,星叻無敵 (G205),鍾易禮,文家良,116,1136,9,12-1/4,"7                                                        

10                                                        

1271012",0:59.87,31
2024/04/28,第四班,2000,1,14,赤火驍龍 (D419),湯普新,蘇偉賢,117,1239,3,-,"1                                                        

1                                                        

1                                                        

1                                                        

111111",2:03.41,11
2024/04/28,第四班,2000,2,2,夢照發 (H168),鍾易禮,沈集成,128,1111,1,1-1/4,"5                                                        

3                                                        

3                                                        

3                                                        

253332",2:03.61,11
2024/04/28,第四班,2000,3,1,波爾多 (E273),艾道拿,蔡約翰,135,1078,14,3-1/2,"2                                                        

2                                                        

2                                                        

2                                                        

322223",2:03.98,18
2024/04/28,第四班,2000,4,3,得勝多 (E161),麥道朗,姚本輝,131,1071,11,4-1/4,"10                                                        

11                                                        

8                                                        

5                                                        

41011854",2:04.09,15
2024/04/28,第四班,2000,5,10,精算特殊 (H354),周俊樂,容天鵬,123,1066,5,4-1/2,"3                                                        

5                                                        

5                                                        

4                                                        

535545",2:04.13,45
2024/04/28,第四班,2000,6,11,聰明導彈 (C037),黃智弘,方嘉柏,114,1124,6,5-1/2,"11                                                        

10                                                        

11                                                        

9                                                        

611101196",2:04.27,29
2024/04/28,第四班,2000,7,7,一支箭 (H276),田泰安,賀賢,128,1007,7,6,"8                                                        

8                                                        

10                                                        

12                                                        

78810127",2:04.36,4.3
2024/04/28,第四班,2000,8,12,金德義 (H106),巴度,賀賢,121,1062,4,8-1/4,"6                                                        

6                                                        

6                                                        

7                                                        

866678",2:04.74,5.3
2024/04/28,第四班,2000,9,6,一舖到位 (G067),潘頓,黎昭昇,129,1090,2,8-1/4,"7                                                        

7                                                        

7                                                        

6                                                        

977769",2:04.74,4.7
2024/04/28,第四班,2000,10,5,連連歡呼 (G195),薛恩,伍鵬志,129,1276,9,10,"13                                                        

14                                                        

12                                                        

10                                                        

101314121010",2:05.01,28
2024/04/28,第四班,2000,11,13,樂天派 (E166),希威森,大衛希斯,120,1131,12,12-3/4,"14                                                        

13                                                        

14                                                        

11                                                        

111413141111",2:05.43,130
2024/04/28,第四班,2000,12,4,英駿飛駒 (H376),艾兆禮,韋達,131,1232,8,12-3/4,"9                                                        

9                                                        

9                                                        

13                                                        

129991312",2:05.43,14
2024/04/28,第四班,2000,13,9,永勝金駒 (H471),楊明綸,丁冠豪,125,1020,13,12-3/4,"4                                                        

4                                                        

4                                                        

8                                                        

13444813",2:05.44,15
2024/04/28,第四班,2000,14,8,逐步贏 (G420),潘明輝,伍鵬志,126,1155,10,14-3/4,"12                                                        

12                                                        

13                                                        

14                                                        

141212131414",2:05.76,17
2024/04/24,第三班,1000,1,1,美麗第一 (H294),潘頓,伍鵬志,130,1163,7,-,"3                                                        

3                                                        

1331",0:56.62,2
2024/04/24,第三班,1000,2,7,年少多好 (J082),霍宏聲,廖康銘,120,1060,3,頭位,"2                                                        

1                                                        

2212",0:56.64,9.2
2024/04/24,第三班,1000,3,5,連連有盈 (G065),潘明輝,告東尼,122,1206,5,1-3/4,"1                                                        

2                                                        

3123",0:56.91,27
2024/04/24,第三班,1000,4,4,天火同人 (E175),黃智弘,韋達,115,1118,6,2-1/4,"4                                                        

5                                                        

4454",0:56.96,3.4
2024/04/24,第三班,1000,5,2,英雄豪邁 (G394),布文,羅富全,129,1062,4,2-3/4,"5                                                        

6                                                        

5565",0:57.04,7.2
2024/04/24,第三班,1000,6,3,萬眾開心 (H208),鍾易禮,黎昭昇,122,1112,2,4,"6                                                        

7                                                        

6676",0:57.27,22
2024/04/24,第三班,1000,7,6,英勇快車 (J244),艾道拿,蔡約翰,120,1234,1,4-3/4,"7                                                        

4                                                        

7747",0:57.37,11
2024/04/20,第五班,1650,1,10,飛騰騅 (E494),何澤堯,方嘉柏,124,1091,4,-,"3                                                        

3                                                        

3                                                        

13331",1:39.35,4.2
2024/04/20,第五班,1650,2,13,鷹勇猴王 (G415),鍾易禮,告東尼,110,1150,7,2-1/2,"2                                                        

2                                                        

2                                                        

22222",1:39.75,12
2024/04/20,第五班,1650,3,7,亞洲力量 (E400),布文,黎昭昇,128,1107,2,3-3/4,"6                                                        

6                                                        

5                                                        

36653",1:39.96,6.1
2024/04/20,第五班,1650,4,14,綠登 (E409),楊明綸,蘇偉賢,115,1119,1,5-1/4,"9                                                        

8                                                        

7                                                        

49874",1:40.18,18
2024/04/20,第五班,1650,5,6,美滿星雲 (G279),蔡明紹,伍鵬志,129,1121,13,5-1/4,"12                                                        

12                                                        

12                                                        

51212125",1:40.18,11
2024/04/20,第五班,1650,6,9,領航傳祺 (G126),潘明輝,鄭俊偉,122,1171,10,7,"11                                                        

11                                                        

13                                                        

61111136",1:40.47,27
2024/04/20,第五班,1650,7,8,着着領先 (G304),黃智弘,葉楚航,118,1101,14,8,"8                                                        

9                                                        

9                                                        

78997",1:40.61,9.9
2024/04/20,第五班,1650,8,1,魅力一心 (H195),潘頓,蔡約翰,135,1178,3,8,"10                                                        

10                                                        

8                                                        

8101088",1:40.64,5.6
2024/04/20,第五班,1650,9,12,東風壹號 (G042),希威森,廖康銘,120,1217,12,8-1/2,"4                                                        

4                                                        

4                                                        

94449",1:40.72,36
2024/04/20,第五班,1650,10,4,型到爆 (H011),田泰安,羅富全,134,1053,6,12-3/4,"7                                                        

7                                                        

6                                                        

1077610",1:41.41,8.1
2024/04/20,第五班,1650,11,5,中華叻叻 (G054),艾道拿,徐雨石,132,1063,8,13-3/4,"14                                                        

14                                                        

14                                                        

1114141411",1:41.53,38
2024/04/20,第五班,1650,12,11,麒麟 (E151),梁家俊,大衛希斯,122,1148,11,14-1/2,"13                                                        

13                                                        

11                                                        

1213131112",1:41.67,14
2024/04/20,第五班,1650,13,3,夏日傾情 (J048),湯普新,沈集成,135,1070,9,17-3/4,"1                                                        

1                                                        

1                                                        

1311113",1:42.19,58
2024/04/20,第五班,1650,14,2,機械鬥士 (H309),董明朗,文家良,135,1115,5,25-1/2,"5                                                        

5                                                        

10                                                        

14551014",1:43.42,92
2024/04/17,第五班,1000,1,5,輗多福 (E105),黃智弘,徐雨石,123,1264,6,-,"1                                                        

1                                                        

1111",0:57.26,2.4
2024/04/17,第五班,1000,2,7,謙謙君子 (G352),周俊樂,葉楚航,129,1025,4,2-3/4,"10                                                        

8                                                        

21082",0:57.71,23
2024/04/17,第五班,1000,3,6,鑽石寶寶 (G063),巴度,姚本輝,133,1173,12,2-3/4,"2                                                        

2                                                        

3223",0:57.71,12
2024/04/17,第五班,1000,4,3,喜駿之星 (D033),鍾易禮,文家良,129,1146,7,3-3/4,"3                                                        

3                                                        

4334",0:57.86,7.8
2024/04/17,第五班,1000,5,8,日新月著 (G109),布文,賀賢,127,1066,10,3-3/4,"11                                                        

11                                                        

511115",0:57.86,10
2024/04/17,第五班,1000,6,4,有你有我 (H057),湯普新,廖康銘,133,975,5,4-1/4,"8                                                        

9                                                        

6896",0:57.95,44
2024/04/17,第五班,1000,7,11,友誼至佳 (E208),霍宏聲,韋達,121,1169,2,4-1/2,"5                                                        

5                                                        

7557",0:57.97,10
2024/04/17,第五班,1000,8,1,勁無敵 (H199),潘頓,羅富全,135,1033,11,5,"4                                                        

4                                                        

8448",0:58.05,7.3
2024/04/17,第五班,1000,9,9,鼓浪精綵 (E429),田泰安,伍鵬志,126,1116,8,5,"9                                                        

10                                                        

99109",0:58.07,29
2024/04/17,第五班,1000,10,2,合金皇 (D287),班德禮,丁冠豪,134,1116,3,5-1/4,"6                                                        

6                                                        

106610",0:58.11,15
2024/04/17,第五班,1000,11,10,月球 (D409),梁家俊,黎昭昇,123,1160,9,5-3/4,"7                                                        

7                                                        

117711",0:58.19,29
2024/04/17,第五班,1000,12,12,蒲俠超得 (E138),楊明綸,鄭俊偉,115,1191,1,7-3/4,"12                                                        

12                                                        

12121212",0:58.51,14
2024/04/14,新馬賽,1000,1,6,同得威 (J019),周俊樂,丁冠豪,124,1130,4,-,"6                                                        

5                                                        

1651",0:56.42,8.9
2024/04/14,新馬賽,1000,2,7,超力量 (J285),潘頓,黎昭昇,121,1060,1,1,"2                                                        

4                                                        

2242",0:56.57,1.4
2024/04/14,新馬賽,1000,3,4,聖托里尼 (J076),田泰安,羅富全,126,1091,2,2,"1                                                        

1                                                        

3113",0:56.72,9.5
2024/04/14,新馬賽,1000,4,2,加州活力 (J131),艾道拿,告東尼,126,1105,5,2-3/4,"9                                                        

6                                                        

4964",0:56.86,14
2024/04/14,新馬賽,1000,5,8,東昇鉞 (J264),蔡明紹,鄭俊偉,121,1055,3,3-1/2,"4                                                        

3                                                        

5435",0:56.99,29
2024/04/14,新馬賽,1000,6,3,加州星馳 (J123),鍾易禮,告東尼,121,1141,8,4,"7                                                        

8                                                        

6786",0:57.08,8.6
2024/04/14,新馬賽,1000,7,5,雙天寳馬 (J212),潘明輝,文家良,124,1053,6,5,"3                                                        

2                                                        

7327",0:57.21,52
2024/04/14,新馬賽,1000,8,1,加州星皓 (J132),霍宏聲,巫偉傑,126,1130,9,5-1/4,"8                                                        

9                                                        

8898",0:57.26,42
2024/04/14,新馬賽,1000,9,9,紅旺繽紛 (J255),湯普新,葉楚航,121,1081,7,6-1/2,"5                                                        

7                                                        

9579",0:57.47,47
2024/04/10,第五班,2200,1,2,樂捉鳥 (G470),周俊樂,沈集成,131,1193,5,-,"5                                                        

5                                                        

4                                                        

5                                                        

6                                                        

1554561",2:18.48,7.3
2024/04/10,第五班,2200,2,4,國大合 (G322),希威森,廖康銘,129,1060,2,頸位,"6                                                        

6                                                        

6                                                        

7                                                        

3                                                        

2666732",2:18.56,9.6
2024/04/10,第五班,2200,3,3,豐盛多彩 (G301),潘頓,黎昭昇,132,1115,11,1/2,"2                                                        

1                                                        

1                                                        

1                                                        

1                                                        

3211113",2:18.58,6.2
2024/04/10,第五班,2200,4,10,皇金風速 (E448),巴度,蘇偉賢,121,1040,7,2-1/2,"1                                                        

2                                                        

3                                                        

3                                                        

4                                                        

4123344",2:18.87,8.5
2024/04/10,第五班,2200,5,8,符號 (E194),潘明輝,徐雨石,121,1003,3,3,"4                                                        

4                                                        

5                                                        

6                                                        

7                                                        

5445675",2:18.97,11
2024/04/10,第五班,2200,6,7,赤子雄心 (E489),田泰安,方嘉柏,124,1040,10,4-1/4,"3                                                        

3                                                        

2                                                        

2                                                        

5                                                        

6332256",2:19.17,5.7
2024/04/10,第五班,2200,7,9,鑽石福將 (H285),艾道拿,蔡約翰,122,1109,9,5,"11                                                        

11                                                        

10                                                        

11                                                        

10                                                        

711111011107",2:19.29,8.9
2024/04/10,第五班,2200,8,5,爸巴閉 (D235),布文,徐雨石,129,1096,1,7-1/4,"10                                                        

8                                                        

8                                                        

9                                                        

9                                                        

81088998",2:19.63,6.4
2024/04/10,第五班,2200,9,11,綠登 (E409),楊明綸,蘇偉賢,118,1119,4,7-1/2,"8                                                        

9                                                        

9                                                        

4                                                        

2                                                        

9899429",2:19.69,12
2024/04/10,第五班,2200,10,1,陽光燦爛 (H484),艾兆禮,伍鵬志,135,1100,8,8-1/2,"7                                                        

7                                                        

7                                                        

8                                                        

8                                                        

107778810",2:19.85,31
2024/04/10,第五班,2200,11,6,全才 (B213),賀銘年,葉楚航,129,1072,6,8-1/2,"9                                                        

10                                                        

11                                                        

10                                                        

11                                                        

1191011101111",2:19.86,20
2024/04/07,第五班,1400,1,7,勇冠群英 (H177),楊明綸,蘇偉賢,127,1064,5,-,"3                                                        

4                                                        

3                                                        

13431",1:21.92,4.4
2024/04/07,第五班,1400,2,13,喜愛善 (E376),田泰安,韋達,115,1298,3,1/2,"10                                                        

9                                                        

9                                                        

210992",1:22.03,6.5
2024/04/07,第五班,1400,3,2,怡昌勇士 (E025),潘頓,賀賢,135,1086,6,1,"11                                                        

13                                                        

12                                                        

31113123",1:22.10,7.7
2024/04/07,第五班,1400,4,4,無敵精英 (G129),班德禮,伍鵬志,133,1099,2,2,"9                                                        

7                                                        

5                                                        

49754",1:22.24,20
2024/04/07,第五班,1400,5,12,富存大師 (D371),巴度,黎昭昇,117,1095,9,2-1/4,"14                                                        

11                                                        

8                                                        

5141185",1:22.28,20
2024/04/07,第五班,1400,6,8,喜勝威龍 (G395),湯普新,大衛希斯,126,1095,11,2-1/4,"8                                                        

10                                                        

11                                                        

6810116",1:22.28,14
2024/04/07,第五班,1400,7,9,鷹勇猴王 (G415),鍾易禮,告東尼,112,1157,7,2-3/4,"5                                                        

6                                                        

7                                                        

75677",1:22.36,12
2024/04/07,第五班,1400,8,6,加飯 (H271),希威森,容天鵬,131,1204,1,3,"1                                                        

1                                                        

1                                                        

81118",1:22.41,10
2024/04/07,第五班,1400,9,11,摘星光輝 (E316),艾兆禮,鄭俊偉,117,1072,13,4-1/2,"2                                                        

2                                                        

2                                                        

92229",1:22.63,11
2024/04/07,第五班,1400,10,5,全城帶勝 (H200),梁家俊,巫偉傑,133,1183,10,5-1/2,"13                                                        

12                                                        

13                                                        

1013121310",1:22.82,66
2024/04/07,第五班,1400,11,10,錢途光明 (G423),潘明輝,丁冠豪,115,1059,4,11-3/4,"7                                                        

8                                                        

10                                                        

11781011",1:23.80,32
2024/04/07,第五班,1400,12,3,潮州大兄 (E188),布文,文家良,133,1063,12,12-1/4,"6                                                        

3                                                        

4                                                        

1263412",1:23.87,5.8
2024/04/07,第五班,1400,13,1,高氣派 (H315),霍宏聲,徐雨石,135,1020,8,14,"4                                                        

5                                                        

6                                                        

1345613",1:24.18,41
2024/04/07,第五班,1400,14,14,神魔金剛 (G443),蔡明紹,葉楚航,115,1095,14,17,"12                                                        

14                                                        

14                                                        

1412141414",1:24.63,34
2024/04/03,第五班,1800,1,12,喜悅一生 (G072),田泰安,鄭俊偉,115,1144,4,-,"9                                                        

9                                                        

8                                                        

6                                                        

199861",1:49.43,7.1
2024/04/03,第五班,1800,2,4,樂捉鳥 (G470),布文,沈集成,131,1188,7,2-1/4,"12                                                        

11                                                        

11                                                        

10                                                        

2121111102",1:49.78,11
2024/04/03,第五班,1800,3,6,着着領先 (G304),黃智弘,葉楚航,119,1102,3,4-1/4,"5                                                        

4                                                        

4                                                        

7                                                        

354473",1:50.08,10
2024/04/03,第五班,1800,4,11,綠登 (E409),楊明綸,蘇偉賢,117,1118,9,4-1/4,"10                                                        

10                                                        

10                                                        

11                                                        

4101010114",1:50.08,14
2024/04/03,第五班,1800,5,10,珍珠哥 (H030),巴度,葉楚航,118,1044,13,4-1/4,"14                                                        

13                                                        

13                                                        

8                                                        

514131385",1:50.10,21
2024/04/03,第五班,1800,6 平頭馬,1,赤火驍龍 (D419),湯普新,蘇偉賢,135,1261,1,7-1/4,"7                                                        

7                                                        

6                                                        

5                                                        

677656",1:50.59,17
2024/04/03,第五班,1800,6 平頭馬,2,瀧澤飛駒 (H339),鍾易禮,告東尼,128,1118,12,7-1/4,"11                                                        

12                                                        

12                                                        

13                                                        

6111212136",1:50.59,23
2024/04/03,第五班,1800,8,3,美滿星雲 (G279),潘頓,伍鵬志,131,1107,5,7-1/2,"4                                                        

5                                                        

5                                                        

2                                                        

845528",1:50.62,3.6
2024/04/03,第五班,1800,9,7,皮具大師 (H034),霍宏聲,容天鵬,127,1120,14,9,"13                                                        

14                                                        

14                                                        

14                                                        

9131414149",1:50.89,19
2024/04/03,第五班,1800,10,5,國大合 (G322),希威森,廖康銘,129,1058,2,10-1/2,"6                                                        

6                                                        

7                                                        

9                                                        

10667910",1:51.12,11
2024/04/03,第五班,1800,11,13,超級黃蜂 (G043),蔡明紹,黎昭昇,115,1108,8,10-3/4,"3                                                        

2                                                        

3                                                        

1                                                        

11323111",1:51.16,30
2024/04/03,第五班,1800,12,14,謎語 (D491),巫顯東,徐雨石,113,1020,6,13,"8                                                        

8                                                        

9                                                        

12                                                        

128891212",1:51.50,81
2024/04/03,第五班,1800,13,9,天使獵人 (G193),董明朗,文家良,120,1128,10,19-1/2,"1                                                        

3                                                        

2                                                        

3                                                        

13132313",1:52.57,30
2024/04/03,第五班,1800,14,8,天時明駒 (H016),艾道拿,大衛希斯,122,1082,11,19-3/4,"2                                                        

1                                                        

1                                                        

4                                                        

14211414",1:52.59,5.9
2024/03/31,第五班,1400,1,8,競駿天下 (G272),潘頓,大衛希斯,133,1163,6,-,"7                                                        

7                                                        

5                                                        

17751",1:22.27,2.1
2024/03/31,第五班,1400,2,10,桃花多 (E488),希威森,鄭俊偉,130,1092,12,1-3/4,"13                                                        

11                                                        

7                                                        

2131172",1:22.56,24
2024/03/31,第五班,1400,3,13,勇冠群英 (H177),楊明綸,蘇偉賢,127,1062,5,1-3/4,"2                                                        

2                                                        

2                                                        

32223",1:22.57,25
2024/03/31,第五班,1400,4,3,洪運派彩 (G414),鍾易禮,徐雨石,129,1196,3,4-3/4,"1                                                        

1                                                        

1                                                        

41114",1:23.04,9.8
2024/03/31,第五班,1400,5,14,荃程路通 (E403),蔡明紹,文家良,126,1070,1,4-3/4,"3                                                        

3                                                        

3                                                        

53335",1:23.04,4.8
2024/03/31,第五班,1400,6,7,極速之星 (G181),巴度,賀賢,133,1064,11,5,"11                                                        

12                                                        

13                                                        

61112136",1:23.06,14
2024/03/31,第五班,1400,7,11,喜報圍家 (G437),賀銘年,黎昭昇,129,1152,8,5-1/4,"9                                                        

9                                                        

10                                                        

799107",1:23.10,15
2024/03/31,第五班,1400,8,2,陽光燦爛 (H484),黃智弘,伍鵬志,125,1109,10,5-3/4,"12                                                        

13                                                        

12                                                        

81213128",1:23.19,126
2024/03/31,第五班,1400,9,6,贏科超影 (A164),湯普新,廖康銘,133,1021,13,6,"14                                                        

14                                                        

11                                                        

91414119",1:23.24,69
2024/03/31,第五班,1400,10,9,紅鬃烈馬 (D087),班德禮,葉楚航,132,1039,14,6-3/4,"5                                                        

6                                                        

8                                                        

1056810",1:23.35,21
2024/03/31,第五班,1400,11,5,誠心所願 (E343),霍宏聲,韋達,133,1075,4,7-1/4,"6                                                        

5                                                        

6                                                        

1165611",1:23.45,13
2024/03/31,第五班,1400,12,12,喜駿風采 (G422),布文,巫偉傑,129,1205,7,7-1/2,"10                                                        

8                                                        

9                                                        

12108912",1:23.48,17
2024/03/31,第五班,1400,13,1,錶之多多 (H476),田泰安,丁冠豪,135,1155,2,8-3/4,"4                                                        

4                                                        

4                                                        

1344413",1:23.67,52
2024/03/31,第五班,1400,14,4,福恩多多 (G344),周俊樂,容天鵬,132,1050,9,41,"8                                                        

10                                                        

14                                                        

148101414",1:28.82,185
2024/03/27,第四班,1650,1,12,勇進齊心 (G030),楊明綸,蘇偉賢,115,1119,9,-,"10                                                        

10                                                        

8                                                        

1101081",1:41.19,12
2024/03/27,第四班,1650,2,4,冠寶駒 (D359),梁家俊,大衛希斯,125,1058,8,頸位,"2                                                        

2                                                        

2                                                        

22222",1:41.25,14
2024/03/27,第四班,1650,3,6,同寶寶 (H386),班德禮,伍鵬志,122,1068,2,1/2,"3                                                        

3                                                        

4                                                        

33343",1:41.28,5.1
2024/03/27,第四班,1650,4,7,美麗歡聲 (H066),艾道拿,告東尼,121,1209,12,3/4,"7                                                        

5                                                        

5                                                        

47554",1:41.32,5.9
2024/03/27,第四班,1650,5,10,銀進 (G266),布文,方嘉柏,131,1076,3,1,"6                                                        

6                                                        

6                                                        

56665",1:41.35,4.2
2024/03/27,第四班,1650,6,3,木火同明 (C460),巫顯東,鄭俊偉,126,1130,1,1-1/2,"1                                                        

1                                                        

1                                                        

61116",1:41.44,44
2024/03/27,第四班,1650,7,11,滿載歸來 (H083),蔡明紹,容天鵬,116,1190,6,2,"9                                                        

8                                                        

9                                                        

79897",1:41.51,8.2
2024/03/27,第四班,1650,8,2,威威父子 (H419),巴度,賀賢,133,976,11,2-1/4,"12                                                        

11                                                        

12                                                        

81211128",1:41.56,18
2024/03/27,第四班,1650,9,8,極速滿貫 (G277),希威森,黎昭昇,120,1030,5,2-1/2,"8                                                        

9                                                        

10                                                        

989109",1:41.59,15
2024/03/27,第四班,1650,10,9,凱旋七福 (J005),艾兆禮,韋達,120,1118,10,3,"11                                                        

12                                                        

11                                                        

1011121110",1:41.69,75
2024/03/27,第四班,1650,11,1,怪獸奇兵 (E369),田泰安,文家良,135,1170,7,3-1/2,"5                                                        

7                                                        

7                                                        

1157711",1:41.74,6.9
2024/03/27,第四班,1650,12,5,領創動力 (J058),湯普新,沈集成,123,1163,4,3-1/2,"4                                                        

4                                                        

3                                                        

1244312",1:41.75,23
2024/03/27,第四班,1650,WV,,得意醒 (G382),賀銘年,姚本輝,118,---,---,---,,---,---
